N: 1243
annotation 1	n1	annotation 2	n2	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	BC	p-value(ALT)	p.adjusted(ALT)	BC
community_38	7	dopamine_metabolic_process	7	0	0.0394208	0	[0.00,0.00]	1	1		1	1	
community_38	7	myelination	23	0	0.129525	0	[0.00,0.00]	1	1		1	1	
community_38	7	protein_kinase_B_signaling	20	0	0.112631	0	[0.00,0.00]	1	1		1	1	
community_38	7	cAMP_metabolic_process	14	0	0.0788415	0	[0.00,0.00]	1	1		1	1	
community_38	7	synaptic_vesicle_endocytosis	14	0	0.0788415	0	[0.00,0.00]	1	1		1	1	
community_38	7	calcium_ion-regulated_exocytosis_of_neur...	4	0	0.0225261	0	[0.00,0.00]	1	1		1	1	
community_38	7	axon_extension_involved_in_axon_guidance	1	0	0.00563154	0	[0.00,0.00]	1	1		1	1	
community_38	7	modulation_of_chemical_synaptic_transmis...	75	0	0.422365	0	[0.00,0.00]	1	1		1	1	
community_38	7	regulation_of_synapse_organization	17	0	0.0957361	0	[0.00,0.00]	1	1		1	1	
community_38	7	synapse_organization	42	0	0.236525	0	[0.00,0.00]	1	1		1	1	
community_38	7	T_cell_receptor_signaling_pathway	37	0	0.208367	0	[0.00,0.00]	1	1		1	1	
community_38	7	B_cell_receptor_signaling_pathway	4	0	0.0225261	0	[0.00,0.00]	1	1		1	1	
community_38	7	stress-activated_MAPK_cascade	37	0	0.208367	0	[0.00,0.00]	1	1		1	1	
community_38	7	response_to_cAMP	13	0	0.07321	0	[0.00,0.00]	1	1		1	1	
community_38	7	regulation_of_synapse_assembly	10	0	0.0563154	0	[0.00,0.00]	1	1		1	1	
community_38	7	calcium_ion_homeostasis	49	1	0.275945	4.125	[0.49,34.94]	0.245898	1		0.971827	1	
community_38	7	synapse_maturation	4	0	0.0225261	0	[0.00,0.00]	1	1		1	1	
community_38	7	regulation_of_postsynaptic_membrane_pote...	19	0	0.106999	0	[0.00,0.00]	1	1		1	1	
community_38	7	neuroepithelial_cell_differentiation	4	0	0.0225261	0	[0.00,0.00]	1	1		1	1	
community_38	7	protein_kinase_C_signaling	3	0	0.0168946	0	[0.00,0.00]	1	1		1	1	
community_38	7	cell_communication_involved_in_cardiac_c...	10	0	0.0563154	0	[0.00,0.00]	1	1		1	1	
community_38	7	regulation_of_synaptic_vesicle_cycle	16	0	0.0901046	0	[0.00,0.00]	1	1		1	1	
community_38	7	neurotransmitter_receptor_transport_to_p...	6	0	0.0337892	0	[0.00,0.00]	1	1		1	1	
community_38	7	axonal_transport	10	0	0.0563154	0	[0.00,0.00]	1	1		1	1	
community_38	7	vesicle-mediated_transport_in_synapse	42	0	0.236525	0	[0.00,0.00]	1	1		1	1	
community_38	7	presynapse_assembly	3	0	0.0168946	0	[0.00,0.00]	1	1		1	1	
community_38	7	regulation_of_postsynaptic_membrane_neur...	6	0	0.0337892	0	[0.00,0.00]	1	1		1	1	
community_38	7	synaptic_vesicle_cycle	38	0	0.213998	0	[0.00,0.00]	1	1		1	1	
community_38	7	presynaptic_process_involved_in_chemical...	37	0	0.208367	0	[0.00,0.00]	1	1		1	1	
community_38	7	synaptic_signaling	124	0	0.698311	0	[0.00,0.00]	1	1		1	1	
community_38	7	trans-synaptic_signaling	124	0	0.698311	0	[0.00,0.00]	1	1		1	1	
community_38	7	chemical_synaptic_transmission,_postsyna...	20	0	0.112631	0	[0.00,0.00]	1	1		1	1	
community_38	7	regulation_of_neurotransmitter_receptor_...	6	0	0.0337892	0	[0.00,0.00]	1	1		1	1	
community_38	7	neurotransmitter_receptor_transport	7	0	0.0394208	0	[0.00,0.00]	1	1		1	1	
community_38	7	signal_release_from_synapse	36	0	0.202735	0	[0.00,0.00]	1	1		1	1	
community_38	7	regulation_of_synaptic_vesicle_exocytosi...	12	0	0.0675784	0	[0.00,0.00]	1	1		1	1	
community_39	8	MAPK_cascade	122	0	0.785197	0	[0.00,0.00]	1	1		1	1	
community_39	8	neurotransmitter_uptake	8	0	0.0514883	0	[0.00,0.00]	1	1		1	1	
community_39	8	activation_of_innate_immune_response	43	0	0.27675	0	[0.00,0.00]	1	1		1	1	
community_39	8	toll-like_receptor_signaling_pathway	10	0	0.0643604	0	[0.00,0.00]	1	1		1	1	
community_39	8	Fc_receptor_mediated_stimulatory_signali...	25	0	0.160901	0	[0.00,0.00]	1	1		1	1	
community_39	8	immune_response-activating_signal_transd...	72	0	0.463395	0	[0.00,0.00]	1	1		1	1	
community_39	8	innate_immune_response-activating_signal...	42	0	0.270314	0	[0.00,0.00]	1	1		1	1	
community_39	8	dopamine_receptor_signaling_pathway	14	0	0.0901046	0	[0.00,0.00]	1	1		1	1	
community_39	8	Wnt_signaling_pathway,_calcium_modulatin...	8	0	0.0514883	0	[0.00,0.00]	1	1		1	1	
community_39	8	chemical_synaptic_transmission	124	0	0.798069	0	[0.00,0.00]	1	1		1	1	
community_39	8	neurotransmitter_secretion	36	0	0.231698	0	[0.00,0.00]	1	1		1	1	
community_39	8	axon_guidance	40	0	0.257442	0	[0.00,0.00]	1	1		1	1	
community_39	8	synapse_assembly	16	0	0.102977	0	[0.00,0.00]	1	1		1	1	
community_39	8	axo-dendritic_transport	11	0	0.0707965	0	[0.00,0.00]	1	1		1	1	
community_39	8	anterograde_axonal_transport	6	0	0.0386163	0	[0.00,0.00]	1	1		1	1	
community_39	8	hormone-mediated_signaling_pathway	14	0	0.0901046	0	[0.00,0.00]	1	1		1	1	
community_39	8	regulation_of_cardiac_muscle_hypertrophy	10	0	0.0643604	0	[0.00,0.00]	1	1		1	1	
community_39	8	protein_kinase_A_signaling	5	0	0.0321802	0	[0.00,0.00]	1	1		1	1	
community_39	8	synaptic_vesicle_exocytosis	26	0	0.167337	0	[0.00,0.00]	1	1		1	1	
community_39	8	synaptic_vesicle_priming	10	0	0.0643604	0	[0.00,0.00]	1	1		1	1	
community_39	8	calcium-mediated_signaling	30	0	0.193081	0	[0.00,0.00]	1	1		1	1	
community_39	8	cAMP-mediated_signaling	9	0	0.0579244	0	[0.00,0.00]	1	1		1	1	
community_39	8	synaptic_vesicle_fusion_to_presynaptic_a...	7	0	0.0450523	0	[0.00,0.00]	1	1		1	1	
community_39	8	TOR_signaling	10	0	0.0643604	0	[0.00,0.00]	1	1		1	1	
community_39	8	myelin_assembly	5	0	0.0321802	0	[0.00,0.00]	1	1		1	1	
community_39	8	ionotropic_glutamate_receptor_signaling_...	6	0	0.0386163	0	[0.00,0.00]	1	1		1	1	
community_39	8	dopamine_metabolic_process	7	0	0.0450523	0	[0.00,0.00]	1	1		1	1	
community_39	8	myelination	23	0	0.148029	0	[0.00,0.00]	1	1		1	1	
community_39	8	protein_kinase_B_signaling	20	1	0.128721	9.14286	[1.07,78.00]	0.122025	1		0.993498	1	
community_39	8	cAMP_metabolic_process	14	0	0.0901046	0	[0.00,0.00]	1	1		1	1	
community_39	8	synaptic_vesicle_endocytosis	14	0	0.0901046	0	[0.00,0.00]	1	1		1	1	
community_39	8	calcium_ion-regulated_exocytosis_of_neur...	4	0	0.0257442	0	[0.00,0.00]	1	1		1	1	
community_39	8	axon_extension_involved_in_axon_guidance	1	0	0.00643604	0	[0.00,0.00]	1	1		1	1	
community_39	8	modulation_of_chemical_synaptic_transmis...	75	0	0.482703	0	[0.00,0.00]	1	1		1	1	
community_39	8	regulation_of_synapse_organization	17	0	0.109413	0	[0.00,0.00]	1	1		1	1	
community_39	8	synapse_organization	42	0	0.270314	0	[0.00,0.00]	1	1		1	1	
community_39	8	T_cell_receptor_signaling_pathway	37	0	0.238134	0	[0.00,0.00]	1	1		1	1	
community_39	8	B_cell_receptor_signaling_pathway	4	0	0.0257442	0	[0.00,0.00]	1	1		1	1	
community_39	8	stress-activated_MAPK_cascade	37	0	0.238134	0	[0.00,0.00]	1	1		1	1	
community_39	8	response_to_cAMP	13	0	0.0836685	0	[0.00,0.00]	1	1		1	1	
community_39	8	regulation_of_synapse_assembly	10	0	0.0643604	0	[0.00,0.00]	1	1		1	1	
community_39	8	calcium_ion_homeostasis	49	0	0.315366	0	[0.00,0.00]	1	1		1	1	
community_39	8	synapse_maturation	4	0	0.0257442	0	[0.00,0.00]	1	1		1	1	
community_39	8	regulation_of_postsynaptic_membrane_pote...	19	0	0.122285	0	[0.00,0.00]	1	1		1	1	
community_39	8	neuroepithelial_cell_differentiation	4	0	0.0257442	0	[0.00,0.00]	1	1		1	1	
community_39	8	protein_kinase_C_signaling	3	0	0.0193081	0	[0.00,0.00]	1	1		1	1	
community_39	8	cell_communication_involved_in_cardiac_c...	10	0	0.0643604	0	[0.00,0.00]	1	1		1	1	
community_39	8	regulation_of_synaptic_vesicle_cycle	16	0	0.102977	0	[0.00,0.00]	1	1		1	1	
community_39	8	neurotransmitter_receptor_transport_to_p...	6	0	0.0386163	0	[0.00,0.00]	1	1		1	1	
community_39	8	axonal_transport	10	0	0.0643604	0	[0.00,0.00]	1	1		1	1	
community_39	8	vesicle-mediated_transport_in_synapse	42	0	0.270314	0	[0.00,0.00]	1	1		1	1	
community_39	8	presynapse_assembly	3	0	0.0193081	0	[0.00,0.00]	1	1		1	1	
community_39	8	regulation_of_postsynaptic_membrane_neur...	6	0	0.0386163	0	[0.00,0.00]	1	1		1	1	
community_39	8	synaptic_vesicle_cycle	38	0	0.24457	0	[0.00,0.00]	1	1		1	1	
community_39	8	presynaptic_process_involved_in_chemical...	37	0	0.238134	0	[0.00,0.00]	1	1		1	1	
community_39	8	synaptic_signaling	124	0	0.798069	0	[0.00,0.00]	1	1		1	1	
community_39	8	trans-synaptic_signaling	124	0	0.798069	0	[0.00,0.00]	1	1		1	1	
community_39	8	chemical_synaptic_transmission,_postsyna...	20	0	0.128721	0	[0.00,0.00]	1	1		1	1	
community_39	8	regulation_of_neurotransmitter_receptor_...	6	0	0.0386163	0	[0.00,0.00]	1	1		1	1	
community_39	8	neurotransmitter_receptor_transport	7	0	0.0450523	0	[0.00,0.00]	1	1		1	1	
community_39	8	signal_release_from_synapse	36	0	0.231698	0	[0.00,0.00]	1	1		1	1	
community_39	8	regulation_of_synaptic_vesicle_exocytosi...	12	0	0.0772325	0	[0.00,0.00]	1	1		1	1	
community_40	17	MAPK_cascade	122	1	1.66854	0.570764	[0.08,4.34]	1	1		0.320267	1	
community_40	17	neurotransmitter_uptake	8	0	0.109413	0	[0.00,0.00]	1	1		1	1	
community_40	17	activation_of_innate_immune_response	43	0	0.588093	0	[0.00,0.00]	1	1		1	1	
community_40	17	toll-like_receptor_signaling_pathway	10	0	0.136766	0	[0.00,0.00]	1	1		1	1	
community_40	17	Fc_receptor_mediated_stimulatory_signali...	25	1	0.341915	3.13021	[0.40,24.57]	0.293665	1		0.956079	1	
community_40	17	immune_response-activating_signal_transd...	72	1	0.984714	1.01673	[0.13,7.78]	1	1		0.381688	1	
community_40	17	innate_immune_response-activating_signal...	42	0	0.574417	0	[0.00,0.00]	1	1		1	1	
community_40	17	dopamine_receptor_signaling_pathway	14	0	0.191472	0	[0.00,0.00]	1	1		1	1	
community_40	17	Wnt_signaling_pathway,_calcium_modulatin...	8	1	0.109413	10.8839	[1.26,93.68]	0.104597	1		0.9953	1	
community_40	17	chemical_synaptic_transmission	124	1	1.6959	0.560467	[0.07,4.26]	1	1		0.316288	1	
community_40	17	neurotransmitter_secretion	36	0	0.492357	0	[0.00,0.00]	1	1		1	1	
community_40	17	axon_guidance	40	4	0.547064	10.1709	[3.16,32.73]	0.00161957	1		0.999875	1	
community_40	17	synapse_assembly	16	0	0.218825	0	[0.00,0.00]	1	1		1	1	
community_40	17	axo-dendritic_transport	11	0	0.150442	0	[0.00,0.00]	1	1		1	1	
community_40	17	anterograde_axonal_transport	6	0	0.0820595	0	[0.00,0.00]	1	1		1	1	
community_40	17	hormone-mediated_signaling_pathway	14	0	0.191472	0	[0.00,0.00]	1	1		1	1	
community_40	17	regulation_of_cardiac_muscle_hypertrophy	10	1	0.136766	8.45139	[1.01,70.70]	0.129088	1		0.992568	1	
community_40	17	protein_kinase_A_signaling	5	0	0.0683829	0	[0.00,0.00]	1	1		1	1	
community_40	17	synaptic_vesicle_exocytosis	26	0	0.355591	0	[0.00,0.00]	1	1		1	1	
community_40	17	synaptic_vesicle_priming	10	0	0.136766	0	[0.00,0.00]	1	1		1	1	
community_40	17	calcium-mediated_signaling	30	1	0.410298	2.57974	[0.33,20.11]	0.341678	1		0.938811	1	
community_40	17	cAMP-mediated_signaling	9	0	0.123089	0	[0.00,0.00]	1	1		1	1	
community_40	17	synaptic_vesicle_fusion_to_presynaptic_a...	7	0	0.0957361	0	[0.00,0.00]	1	1		1	1	
community_40	17	TOR_signaling	10	0	0.136766	0	[0.00,0.00]	1	1		1	1	
community_40	17	myelin_assembly	5	1	0.0683829	19.0938	[2.02,180.46]	0.0666422	1		0.99828	1	
community_40	17	ionotropic_glutamate_receptor_signaling_...	6	0	0.0820595	0	[0.00,0.00]	1	1		1	1	
community_40	17	dopamine_metabolic_process	7	0	0.0957361	0	[0.00,0.00]	1	1		1	1	
community_40	17	myelination	23	1	0.314562	3.42045	[0.43,26.94]	0.273553	1		0.962361	1	
community_40	17	protein_kinase_B_signaling	20	0	0.273532	0	[0.00,0.00]	1	1		1	1	
community_40	17	cAMP_metabolic_process	14	0	0.191472	0	[0.00,0.00]	1	1		1	1	
community_40	17	synaptic_vesicle_endocytosis	14	0	0.191472	0	[0.00,0.00]	1	1		1	1	
community_40	17	calcium_ion-regulated_exocytosis_of_neur...	4	0	0.0547064	0	[0.00,0.00]	1	1		1	1	
community_40	17	axon_extension_involved_in_axon_guidance	1	0	0.0136766	0	[0.00,0.00]	1	1		1	1	
community_40	17	modulation_of_chemical_synaptic_transmis...	75	1	1.02574	0.972973	[0.13,7.44]	1	1		0.381503	1	
community_40	17	regulation_of_synapse_organization	17	0	0.232502	0	[0.00,0.00]	1	1		1	1	
community_40	17	synapse_organization	42	1	0.574417	1.8064	[0.23,13.95]	0.444678	1		0.889922	1	
community_40	17	T_cell_receptor_signaling_pathway	37	0	0.506034	0	[0.00,0.00]	1	1		1	1	
community_40	17	B_cell_receptor_signaling_pathway	4	0	0.0547064	0	[0.00,0.00]	1	1		1	1	
community_40	17	stress-activated_MAPK_cascade	37	0	0.506034	0	[0.00,0.00]	1	1		1	1	
community_40	17	response_to_cAMP	13	0	0.177796	0	[0.00,0.00]	1	1		1	1	
community_40	17	regulation_of_synapse_assembly	10	0	0.136766	0	[0.00,0.00]	1	1		1	1	
community_40	17	calcium_ion_homeostasis	49	0	0.670153	0	[0.00,0.00]	1	1		1	1	
community_40	17	synapse_maturation	4	0	0.0547064	0	[0.00,0.00]	1	1		1	1	
community_40	17	regulation_of_postsynaptic_membrane_pote...	19	1	0.259855	4.19444	[0.53,33.35]	0.2317	1		0.973731	1	
community_40	17	neuroepithelial_cell_differentiation	4	0	0.0547064	0	[0.00,0.00]	1	1		1	1	
community_40	17	protein_kinase_C_signaling	3	0	0.0410298	0	[0.00,0.00]	1	1		1	1	
community_40	17	cell_communication_involved_in_cardiac_c...	10	0	0.136766	0	[0.00,0.00]	1	1		1	1	
community_40	17	regulation_of_synaptic_vesicle_cycle	16	0	0.218825	0	[0.00,0.00]	1	1		1	1	
community_40	17	neurotransmitter_receptor_transport_to_p...	6	0	0.0820595	0	[0.00,0.00]	1	1		1	1	
community_40	17	axonal_transport	10	0	0.136766	0	[0.00,0.00]	1	1		1	1	
community_40	17	vesicle-mediated_transport_in_synapse	42	0	0.574417	0	[0.00,0.00]	1	1		1	1	
community_40	17	presynapse_assembly	3	0	0.0410298	0	[0.00,0.00]	1	1		1	1	
community_40	17	regulation_of_postsynaptic_membrane_neur...	6	0	0.0820595	0	[0.00,0.00]	1	1		1	1	
community_40	17	synaptic_vesicle_cycle	38	0	0.51971	0	[0.00,0.00]	1	1		1	1	
community_40	17	presynaptic_process_involved_in_chemical...	37	0	0.506034	0	[0.00,0.00]	1	1		1	1	
community_40	17	synaptic_signaling	124	1	1.6959	0.560467	[0.07,4.26]	1	1		0.316288	1	
community_40	17	trans-synaptic_signaling	124	1	1.6959	0.560467	[0.07,4.26]	1	1		0.316288	1	
community_40	17	chemical_synaptic_transmission,_postsyna...	20	1	0.273532	3.97039	[0.50,31.48]	0.242371	1		0.971045	1	
community_40	17	regulation_of_neurotransmitter_receptor_...	6	0	0.0820595	0	[0.00,0.00]	1	1		1	1	
community_40	17	neurotransmitter_receptor_transport	7	0	0.0957361	0	[0.00,0.00]	1	1		1	1	
community_40	17	signal_release_from_synapse	36	0	0.492357	0	[0.00,0.00]	1	1		1	1	
community_40	17	regulation_of_synaptic_vesicle_exocytosi...	12	0	0.164119	0	[0.00,0.00]	1	1		1	1	
community_41	4	MAPK_cascade	122	0	0.392599	0	[0.00,0.00]	1	1		1	1	
community_41	4	neurotransmitter_uptake	8	0	0.0257442	0	[0.00,0.00]	1	1		1	1	
community_41	4	activation_of_innate_immune_response	43	0	0.138375	0	[0.00,0.00]	1	1		1	1	
community_41	4	toll-like_receptor_signaling_pathway	10	0	0.0321802	0	[0.00,0.00]	1	1		1	1	
community_41	4	Fc_receptor_mediated_stimulatory_signali...	25	0	0.0804505	0	[0.00,0.00]	1	1		1	1	
community_41	4	immune_response-activating_signal_transd...	72	0	0.231698	0	[0.00,0.00]	1	1		1	1	
community_41	4	innate_immune_response-activating_signal...	42	0	0.135157	0	[0.00,0.00]	1	1		1	1	
community_41	4	dopamine_receptor_signaling_pathway	14	0	0.0450523	0	[0.00,0.00]	1	1		1	1	
community_41	4	Wnt_signaling_pathway,_calcium_modulatin...	8	0	0.0257442	0	[0.00,0.00]	1	1		1	1	
community_41	4	chemical_synaptic_transmission	124	0	0.399035	0	[0.00,0.00]	1	1		1	1	
community_41	4	neurotransmitter_secretion	36	0	0.115849	0	[0.00,0.00]	1	1		1	1	
community_41	4	axon_guidance	40	0	0.128721	0	[0.00,0.00]	1	1		1	1	
community_41	4	synapse_assembly	16	0	0.0514883	0	[0.00,0.00]	1	1		1	1	
community_41	4	axo-dendritic_transport	11	0	0.0353982	0	[0.00,0.00]	1	1		1	1	
community_41	4	anterograde_axonal_transport	6	0	0.0193081	0	[0.00,0.00]	1	1		1	1	
community_41	4	hormone-mediated_signaling_pathway	14	0	0.0450523	0	[0.00,0.00]	1	1		1	1	
community_41	4	regulation_of_cardiac_muscle_hypertrophy	10	0	0.0321802	0	[0.00,0.00]	1	1		1	1	
community_41	4	protein_kinase_A_signaling	5	0	0.0160901	0	[0.00,0.00]	1	1		1	1	
community_41	4	synaptic_vesicle_exocytosis	26	0	0.0836685	0	[0.00,0.00]	1	1		1	1	
community_41	4	synaptic_vesicle_priming	10	0	0.0321802	0	[0.00,0.00]	1	1		1	1	
community_41	4	calcium-mediated_signaling	30	1	0.0965406	13.908	[1.40,137.75]	0.09321	1		0.99672	1	
community_41	4	cAMP-mediated_signaling	9	0	0.0289622	0	[0.00,0.00]	1	1		1	1	
community_41	4	synaptic_vesicle_fusion_to_presynaptic_a...	7	0	0.0225261	0	[0.00,0.00]	1	1		1	1	
community_41	4	TOR_signaling	10	0	0.0321802	0	[0.00,0.00]	1	1		1	1	
community_41	4	myelin_assembly	5	0	0.0160901	0	[0.00,0.00]	1	1		1	1	
community_41	4	ionotropic_glutamate_receptor_signaling_...	6	0	0.0193081	0	[0.00,0.00]	1	1		1	1	
community_41	4	dopamine_metabolic_process	7	0	0.0225261	0	[0.00,0.00]	1	1		1	1	
community_41	4	myelination	23	0	0.0740145	0	[0.00,0.00]	1	1		1	1	
community_41	4	protein_kinase_B_signaling	20	0	0.0643604	0	[0.00,0.00]	1	1		1	1	
community_41	4	cAMP_metabolic_process	14	0	0.0450523	0	[0.00,0.00]	1	1		1	1	
community_41	4	synaptic_vesicle_endocytosis	14	0	0.0450523	0	[0.00,0.00]	1	1		1	1	
community_41	4	calcium_ion-regulated_exocytosis_of_neur...	4	0	0.0128721	0	[0.00,0.00]	1	1		1	1	
community_41	4	axon_extension_involved_in_axon_guidance	1	0	0.00321802	0	[0.00,0.00]	1	1		1	1	
community_41	4	modulation_of_chemical_synaptic_transmis...	75	0	0.241352	0	[0.00,0.00]	1	1		1	1	
community_41	4	regulation_of_synapse_organization	17	0	0.0547064	0	[0.00,0.00]	1	1		1	1	
community_41	4	synapse_organization	42	0	0.135157	0	[0.00,0.00]	1	1		1	1	
community_41	4	T_cell_receptor_signaling_pathway	37	0	0.119067	0	[0.00,0.00]	1	1		1	1	
community_41	4	B_cell_receptor_signaling_pathway	4	0	0.0128721	0	[0.00,0.00]	1	1		1	1	
community_41	4	stress-activated_MAPK_cascade	37	0	0.119067	0	[0.00,0.00]	1	1		1	1	
community_41	4	response_to_cAMP	13	0	0.0418343	0	[0.00,0.00]	1	1		1	1	
community_41	4	regulation_of_synapse_assembly	10	0	0.0321802	0	[0.00,0.00]	1	1		1	1	
community_41	4	calcium_ion_homeostasis	49	1	0.157683	8.27083	[0.84,80.99]	0.148771	1		0.991314	1	
community_41	4	synapse_maturation	4	0	0.0128721	0	[0.00,0.00]	1	1		1	1	
community_41	4	regulation_of_postsynaptic_membrane_pote...	19	0	0.0611424	0	[0.00,0.00]	1	1		1	1	
community_41	4	neuroepithelial_cell_differentiation	4	0	0.0128721	0	[0.00,0.00]	1	1		1	1	
community_41	4	protein_kinase_C_signaling	3	0	0.00965406	0	[0.00,0.00]	1	1		1	1	
community_41	4	cell_communication_involved_in_cardiac_c...	10	0	0.0321802	0	[0.00,0.00]	1	1		1	1	
community_41	4	regulation_of_synaptic_vesicle_cycle	16	0	0.0514883	0	[0.00,0.00]	1	1		1	1	
community_41	4	neurotransmitter_receptor_transport_to_p...	6	0	0.0193081	0	[0.00,0.00]	1	1		1	1	
community_41	4	axonal_transport	10	0	0.0321802	0	[0.00,0.00]	1	1		1	1	
community_41	4	vesicle-mediated_transport_in_synapse	42	0	0.135157	0	[0.00,0.00]	1	1		1	1	
community_41	4	presynapse_assembly	3	0	0.00965406	0	[0.00,0.00]	1	1		1	1	
community_41	4	regulation_of_postsynaptic_membrane_neur...	6	0	0.0193081	0	[0.00,0.00]	1	1		1	1	
community_41	4	synaptic_vesicle_cycle	38	0	0.122285	0	[0.00,0.00]	1	1		1	1	
community_41	4	presynaptic_process_involved_in_chemical...	37	0	0.119067	0	[0.00,0.00]	1	1		1	1	
community_41	4	synaptic_signaling	124	0	0.399035	0	[0.00,0.00]	1	1		1	1	
community_41	4	trans-synaptic_signaling	124	0	0.399035	0	[0.00,0.00]	1	1		1	1	
community_41	4	chemical_synaptic_transmission,_postsyna...	20	0	0.0643604	0	[0.00,0.00]	1	1		1	1	
community_41	4	regulation_of_neurotransmitter_receptor_...	6	0	0.0193081	0	[0.00,0.00]	1	1		1	1	
community_41	4	neurotransmitter_receptor_transport	7	0	0.0225261	0	[0.00,0.00]	1	1		1	1	
community_41	4	signal_release_from_synapse	36	0	0.115849	0	[0.00,0.00]	1	1		1	1	
community_41	4	regulation_of_synaptic_vesicle_exocytosi...	12	0	0.0386163	0	[0.00,0.00]	1	1		1	1	
community_42	24	MAPK_cascade	122	1	2.35559	0.394538	[0.05,2.95]	0.503044	1		0.715008	1	
community_42	24	neurotransmitter_uptake	8	0	0.154465	0	[0.00,0.00]	1	1		1	1	
community_42	24	activation_of_innate_immune_response	43	0	0.830249	0	[0.00,0.00]	1	1		1	1	
community_42	24	toll-like_receptor_signaling_pathway	10	0	0.193081	0	[0.00,0.00]	1	1		1	1	
community_42	24	Fc_receptor_mediated_stimulatory_signali...	25	0	0.482703	0	[0.00,0.00]	1	1		1	1	
community_42	24	immune_response-activating_signal_transd...	72	0	1.39019	0	[0.00,0.00]	1	1		1	1	
community_42	24	innate_immune_response-activating_signal...	42	0	0.810941	0	[0.00,0.00]	1	1		1	1	
community_42	24	dopamine_receptor_signaling_pathway	14	0	0.270314	0	[0.00,0.00]	1	1		1	1	
community_42	24	Wnt_signaling_pathway,_calcium_modulatin...	8	0	0.154465	0	[0.00,0.00]	1	1		1	1	
community_42	24	chemical_synaptic_transmission	124	3	2.39421	1.29634	[0.38,4.41]	0.72584	1		0.497549	1	
community_42	24	neurotransmitter_secretion	36	1	0.695093	1.47081	[0.19,11.20]	0.50937	1		0.848657	1	
community_42	24	axon_guidance	40	0	0.772325	0	[0.00,0.00]	1	1		1	1	
community_42	24	synapse_assembly	16	0	0.30893	0	[0.00,0.00]	1	1		1	1	
community_42	24	axo-dendritic_transport	11	0	0.212389	0	[0.00,0.00]	1	1		1	1	
community_42	24	anterograde_axonal_transport	6	0	0.115849	0	[0.00,0.00]	1	1		1	1	
community_42	24	hormone-mediated_signaling_pathway	14	0	0.270314	0	[0.00,0.00]	1	1		1	1	
community_42	24	regulation_of_cardiac_muscle_hypertrophy	10	0	0.193081	0	[0.00,0.00]	1	1		1	1	
community_42	24	protein_kinase_A_signaling	5	0	0.0965406	0	[0.00,0.00]	1	1		1	1	
community_42	24	synaptic_vesicle_exocytosis	26	1	0.502011	2.07652	[0.27,15.99]	0.400789	1		0.912367	1	
community_42	24	synaptic_vesicle_priming	10	0	0.193081	0	[0.00,0.00]	1	1		1	1	
community_42	24	calcium-mediated_signaling	30	0	0.579244	0	[0.00,0.00]	1	1		1	1	
community_42	24	cAMP-mediated_signaling	9	0	0.173773	0	[0.00,0.00]	1	1		1	1	
community_42	24	synaptic_vesicle_fusion_to_presynaptic_a...	7	0	0.135157	0	[0.00,0.00]	1	1		1	1	
community_42	24	TOR_signaling	10	0	0.193081	0	[0.00,0.00]	1	1		1	1	
community_42	24	myelin_assembly	5	0	0.0965406	0	[0.00,0.00]	1	1		1	1	
community_42	24	ionotropic_glutamate_receptor_signaling_...	6	0	0.115849	0	[0.00,0.00]	1	1		1	1	
community_42	24	dopamine_metabolic_process	7	0	0.135157	0	[0.00,0.00]	1	1		1	1	
community_42	24	myelination	23	1	0.444087	2.36561	[0.31,18.30]	0.363956	1		0.929358	1	
community_42	24	protein_kinase_B_signaling	20	1	0.386163	2.746	[0.35,21.39]	0.324958	1		0.945058	1	
community_42	24	cAMP_metabolic_process	14	0	0.270314	0	[0.00,0.00]	1	1		1	1	
community_42	24	synaptic_vesicle_endocytosis	14	1	0.270314	4.03344	[0.51,32.14]	0.239979	1		0.971768	1	
community_42	24	calcium_ion-regulated_exocytosis_of_neur...	4	0	0.0772325	0	[0.00,0.00]	1	1		1	1	
community_42	24	axon_extension_involved_in_axon_guidance	1	0	0.0193081	0	[0.00,0.00]	1	1		1	1	
community_42	24	modulation_of_chemical_synaptic_transmis...	75	3	1.44811	2.27579	[0.66,7.81]	0.172338	1		0.948254	1	
community_42	24	regulation_of_synapse_organization	17	0	0.328238	0	[0.00,0.00]	1	1		1	1	
community_42	24	synapse_organization	42	0	0.810941	0	[0.00,0.00]	1	1		1	1	
community_42	24	T_cell_receptor_signaling_pathway	37	0	0.714401	0	[0.00,0.00]	1	1		1	1	
community_42	24	B_cell_receptor_signaling_pathway	4	0	0.0772325	0	[0.00,0.00]	1	1		1	1	
community_42	24	stress-activated_MAPK_cascade	37	1	0.714401	1.42874	[0.19,10.87]	0.519126	1		0.841834	1	
community_42	24	response_to_cAMP	13	0	0.251006	0	[0.00,0.00]	1	1		1	1	
community_42	24	regulation_of_synapse_assembly	10	0	0.193081	0	[0.00,0.00]	1	1		1	1	
community_42	24	calcium_ion_homeostasis	49	0	0.946098	0	[0.00,0.00]	1	1		1	1	
community_42	24	synapse_maturation	4	0	0.0772325	0	[0.00,0.00]	1	1		1	1	
community_42	24	regulation_of_postsynaptic_membrane_pote...	19	0	0.366854	0	[0.00,0.00]	1	1		1	1	
community_42	24	neuroepithelial_cell_differentiation	4	0	0.0772325	0	[0.00,0.00]	1	1		1	1	
